13:49:29.893 DB not initialized, please visit setup page - http://[your-server-host]:8080 to see instructions on how to initialize Trilium.
13:49:29.895 DB size: 4 KB
13:49:30.508 {
  "appVersion": "0.61.14",
  "dbVersion": 227,
  "syncVersion": 31,
  "buildDate": "2023-11-16T00:21:34+01:00",
  "buildRevision": "0afc41060a935a46642a082128bea5002c2410e1",
  "dataDirectory": "/home/node/trilium-data",
  "clipperProtocolVersion": "1.0",
  "utcDateTime": "2023-11-30T13:49:29.683Z"
}
13:49:30.508 CPU model: Intel(R) Core(TM) i7-10710U CPU @ 1.10GHz, logical cores: 12 freq: 3870 Mhz
13:49:30.508 Trusted reverse proxy: false
13:49:30.509 App HTTP server starting up at port 8080
15:03:18.028 Error: Router not found for request /api?timeout=32s
15:03:18.029 Error: Router not found for request /apis?timeout=32s
15:03:20.106 Error: Router not found for request /api?timeout=32s
15:03:20.108 Error: Router not found for request /apis?timeout=32s
15:03:20.109 Error: Router not found for request /api?timeout=32s
15:03:20.118 Error: Router not found for request /apis?timeout=32s
15:03:20.119 Error: Router not found for request /api?timeout=32s
15:03:20.120 Error: Router not found for request /apis?timeout=32s
15:03:20.121 Error: Router not found for request /api?timeout=32s
15:03:20.122 Error: Router not found for request /apis?timeout=32s
15:03:20.124 Error: Router not found for request /api?timeout=32s
15:03:20.125 Error: Router not found for request /apis?timeout=32s
15:03:20.829 200 GET /api/health-check with 15 bytes took 0ms
15:03:22.203 Error: Router not found for request /api?timeout=32s
15:03:22.204 Error: Router not found for request /apis?timeout=32s
15:03:22.206 Error: Router not found for request /api?timeout=32s
15:03:22.217 Error: Router not found for request /apis?timeout=32s
15:03:22.225 Error: Router not found for request /api?timeout=32s
15:03:22.228 Error: Router not found for request /apis?timeout=32s
15:03:22.230 Error: Router not found for request /api?timeout=32s
15:03:22.231 Error: Router not found for request /apis?timeout=32s
15:03:22.232 Error: Router not found for request /api?timeout=32s
15:03:22.233 Error: Router not found for request /apis?timeout=32s
15:03:24.327 Error: Router not found for request /api?timeout=32s
15:03:24.328 Error: Router not found for request /apis?timeout=32s
15:03:24.329 Error: Router not found for request /api?timeout=32s
15:03:24.338 Error: Router not found for request /apis?timeout=32s
15:03:24.340 Error: Router not found for request /api?timeout=32s
15:03:24.341 Error: Router not found for request /apis?timeout=32s
15:03:24.342 Error: Router not found for request /api?timeout=32s
15:03:24.343 Error: Router not found for request /apis?timeout=32s
15:03:24.344 Error: Router not found for request /api?timeout=32s
15:03:24.345 Error: Router not found for request /apis?timeout=32s
15:03:26.425 Error: Router not found for request /api?timeout=32s
15:03:26.436 Error: Router not found for request /apis?timeout=32s
15:03:26.441 Error: Router not found for request /api?timeout=32s
15:03:26.442 Error: Router not found for request /apis?timeout=32s
15:03:26.444 Error: Router not found for request /api?timeout=32s
15:03:26.445 Error: Router not found for request /apis?timeout=32s
15:03:26.446 Error: Router not found for request /api?timeout=32s
15:03:26.447 Error: Router not found for request /apis?timeout=32s
15:03:26.448 Error: Router not found for request /api?timeout=32s
15:03:26.449 Error: Router not found for request /apis?timeout=32s
15:03:28.523 Error: Router not found for request /api?timeout=32s
15:03:28.524 Error: Router not found for request /apis?timeout=32s
15:03:28.526 Error: Router not found for request /api?timeout=32s
15:03:28.535 Error: Router not found for request /apis?timeout=32s
15:03:28.537 Error: Router not found for request /api?timeout=32s
15:03:28.538 Error: Router not found for request /apis?timeout=32s
15:03:28.539 Error: Router not found for request /api?timeout=32s
15:03:28.541 Error: Router not found for request /apis?timeout=32s
15:03:28.542 Error: Router not found for request /api?timeout=32s
15:03:28.543 Error: Router not found for request /apis?timeout=32s
15:03:30.625 Error: Router not found for request /api?timeout=32s
15:03:30.626 Error: Router not found for request /apis?timeout=32s
15:03:30.627 Error: Router not found for request /api?timeout=32s
15:03:30.637 Error: Router not found for request /apis?timeout=32s
15:03:30.638 Error: Router not found for request /api?timeout=32s
15:03:30.639 Error: Router not found for request /apis?timeout=32s
15:03:30.640 Error: Router not found for request /api?timeout=32s
15:03:30.641 Error: Router not found for request /apis?timeout=32s
15:03:30.642 Error: Router not found for request /api?timeout=32s
15:03:30.643 Error: Router not found for request /apis?timeout=32s
15:03:32.720 Error: Router not found for request /api?timeout=32s
15:03:32.721 Error: Router not found for request /apis?timeout=32s
15:03:32.723 Error: Router not found for request /api?timeout=32s
15:03:32.732 Error: Router not found for request /apis?timeout=32s
15:03:32.733 Error: Router not found for request /api?timeout=32s
15:03:32.734 Error: Router not found for request /apis?timeout=32s
15:03:32.735 Error: Router not found for request /api?timeout=32s
15:03:32.736 Error: Router not found for request /apis?timeout=32s
15:03:32.737 Error: Router not found for request /api?timeout=32s
15:03:32.738 Error: Router not found for request /apis?timeout=32s
15:03:34.832 Error: Router not found for request /api?timeout=32s
15:03:34.833 Error: Router not found for request /apis?timeout=32s
15:03:34.834 Error: Router not found for request /api?timeout=32s
15:03:34.843 Error: Router not found for request /apis?timeout=32s
15:03:34.844 Error: Router not found for request /api?timeout=32s
15:03:34.845 Error: Router not found for request /apis?timeout=32s
15:03:34.846 Error: Router not found for request /api?timeout=32s
15:03:34.847 Error: Router not found for request /apis?timeout=32s
15:03:34.848 Error: Router not found for request /api?timeout=32s
15:03:34.849 Error: Router not found for request /apis?timeout=32s
15:03:36.945 Error: Router not found for request /api?timeout=32s
15:03:36.946 Error: Router not found for request /apis?timeout=32s
15:03:36.947 Error: Router not found for request /api?timeout=32s
15:03:36.949 Error: Router not found for request /apis?timeout=32s
15:03:36.950 Error: Router not found for request /api?timeout=32s
15:03:36.951 Error: Router not found for request /apis?timeout=32s
15:03:36.952 Error: Router not found for request /api?timeout=32s
15:03:36.953 Error: Router not found for request /apis?timeout=32s
15:03:36.954 Error: Router not found for request /api?timeout=32s
15:03:36.955 Error: Router not found for request /apis?timeout=32s
15:03:39.032 Error: Router not found for request /api?timeout=32s
15:03:39.033 Error: Router not found for request /apis?timeout=32s
15:03:39.035 Error: Router not found for request /api?timeout=32s
15:03:39.044 Error: Router not found for request /apis?timeout=32s
15:03:39.045 Error: Router not found for request /api?timeout=32s
15:03:39.046 Error: Router not found for request /apis?timeout=32s
15:03:39.048 Error: Router not found for request /api?timeout=32s
15:03:39.049 Error: Router not found for request /apis?timeout=32s
15:03:39.050 Error: Router not found for request /api?timeout=32s
15:03:39.051 Error: Router not found for request /apis?timeout=32s
15:03:41.158 Error: Router not found for request /api?timeout=32s
15:03:41.159 Error: Router not found for request /apis?timeout=32s
15:03:41.160 Error: Router not found for request /api?timeout=32s
15:03:41.172 Error: Router not found for request /apis?timeout=32s
15:03:41.176 Error: Router not found for request /api?timeout=32s
15:03:41.181 Error: Router not found for request /apis?timeout=32s
15:03:41.182 Error: Router not found for request /api?timeout=32s
15:03:41.183 Error: Router not found for request /apis?timeout=32s
15:03:41.185 Error: Router not found for request /api?timeout=32s
15:03:41.187 Error: Router not found for request /apis?timeout=32s
15:03:43.263 Error: Router not found for request /api?timeout=32s
15:03:43.265 Error: Router not found for request /apis?timeout=32s
15:03:43.266 Error: Router not found for request /api?timeout=32s
15:03:43.277 Error: Router not found for request /apis?timeout=32s
15:03:43.281 Error: Router not found for request /api?timeout=32s
15:03:43.283 Error: Router not found for request /apis?timeout=32s
15:03:43.284 Error: Router not found for request /api?timeout=32s
15:03:43.286 Error: Router not found for request /apis?timeout=32s
15:03:43.287 Error: Router not found for request /api?timeout=32s
15:03:43.288 Error: Router not found for request /apis?timeout=32s
15:03:45.367 Error: Router not found for request /api?timeout=32s
15:03:45.369 Error: Router not found for request /apis?timeout=32s
15:03:45.370 Error: Router not found for request /api?timeout=32s
15:03:45.379 Error: Router not found for request /apis?timeout=32s
15:03:45.380 Error: Router not found for request /api?timeout=32s
15:03:45.381 Error: Router not found for request /apis?timeout=32s
15:03:45.382 Error: Router not found for request /api?timeout=32s
15:03:45.384 Error: Router not found for request /apis?timeout=32s
15:03:45.385 Error: Router not found for request /api?timeout=32s
15:03:45.386 Error: Router not found for request /apis?timeout=32s
15:03:47.461 Error: Router not found for request /api?timeout=32s
15:03:47.462 Error: Router not found for request /apis?timeout=32s
15:03:47.463 Error: Router not found for request /api?timeout=32s
15:03:47.476 Error: Router not found for request /apis?timeout=32s
15:03:47.480 Error: Router not found for request /api?timeout=32s
15:03:47.481 Error: Router not found for request /apis?timeout=32s
15:03:47.483 Error: Router not found for request /api?timeout=32s
15:03:47.484 Error: Router not found for request /apis?timeout=32s
15:03:47.485 Error: Router not found for request /api?timeout=32s
15:03:47.486 Error: Router not found for request /apis?timeout=32s
15:03:49.565 Error: Router not found for request /api?timeout=32s
15:03:49.566 Error: Router not found for request /apis?timeout=32s
15:03:49.567 Error: Router not found for request /api?timeout=32s
15:03:49.576 Error: Router not found for request /apis?timeout=32s
15:03:49.577 Error: Router not found for request /api?timeout=32s
15:03:49.579 Error: Router not found for request /apis?timeout=32s
15:03:49.580 Error: Router not found for request /api?timeout=32s
15:03:49.581 Error: Router not found for request /apis?timeout=32s
15:03:49.582 Error: Router not found for request /api?timeout=32s
15:03:49.583 Error: Router not found for request /apis?timeout=32s
15:03:50.976 200 GET /api/health-check with 15 bytes took 1ms
15:03:51.661 Error: Router not found for request /api?timeout=32s
15:03:51.662 Error: Router not found for request /apis?timeout=32s
15:03:51.663 Error: Router not found for request /api?timeout=32s
15:03:51.672 Error: Router not found for request /apis?timeout=32s
15:03:51.674 Error: Router not found for request /api?timeout=32s
15:03:51.675 Error: Router not found for request /apis?timeout=32s
15:03:51.676 Error: Router not found for request /api?timeout=32s
15:03:51.677 Error: Router not found for request /apis?timeout=32s
15:03:51.678 Error: Router not found for request /api?timeout=32s
15:03:51.679 Error: Router not found for request /apis?timeout=32s
15:03:53.756 Error: Router not found for request /api?timeout=32s
15:03:53.757 Error: Router not found for request /apis?timeout=32s
15:03:53.759 Error: Router not found for request /api?timeout=32s
15:03:53.768 Error: Router not found for request /apis?timeout=32s
15:03:53.769 Error: Router not found for request /api?timeout=32s
15:03:53.770 Error: Router not found for request /apis?timeout=32s
15:03:53.771 Error: Router not found for request /api?timeout=32s
15:03:53.772 Error: Router not found for request /apis?timeout=32s
15:03:53.773 Error: Router not found for request /api?timeout=32s
15:03:53.774 Error: Router not found for request /apis?timeout=32s
15:03:55.854 Error: Router not found for request /api?timeout=32s
15:03:55.855 Error: Router not found for request /apis?timeout=32s
15:03:55.856 Error: Router not found for request /api?timeout=32s
15:03:55.865 Error: Router not found for request /apis?timeout=32s
15:03:55.866 Error: Router not found for request /api?timeout=32s
15:03:55.867 Error: Router not found for request /apis?timeout=32s
15:03:55.868 Error: Router not found for request /api?timeout=32s
15:03:55.869 Error: Router not found for request /apis?timeout=32s
15:03:55.870 Error: Router not found for request /api?timeout=32s
15:03:55.871 Error: Router not found for request /apis?timeout=32s
15:03:57.944 Error: Router not found for request /api?timeout=32s
15:03:57.945 Error: Router not found for request /apis?timeout=32s
15:03:57.947 Error: Router not found for request /api?timeout=32s
15:03:57.959 Error: Router not found for request /apis?timeout=32s
15:03:57.963 Error: Router not found for request /api?timeout=32s
15:03:57.965 Error: Router not found for request /apis?timeout=32s
15:03:57.966 Error: Router not found for request /api?timeout=32s
15:03:57.967 Error: Router not found for request /apis?timeout=32s
15:03:57.968 Error: Router not found for request /api?timeout=32s
15:03:57.969 Error: Router not found for request /apis?timeout=32s
15:04:00.040 Error: Router not found for request /api?timeout=32s
15:04:00.042 Error: Router not found for request /apis?timeout=32s
15:04:00.043 Error: Router not found for request /api?timeout=32s
15:04:00.044 Error: Router not found for request /apis?timeout=32s
15:04:00.045 Error: Router not found for request /api?timeout=32s
15:04:00.046 Error: Router not found for request /apis?timeout=32s
15:04:00.047 Error: Router not found for request /api?timeout=32s
15:04:00.048 Error: Router not found for request /apis?timeout=32s
15:04:00.048 Error: Router not found for request /api?timeout=32s
15:04:00.049 Error: Router not found for request /apis?timeout=32s
15:04:02.127 Error: Router not found for request /api?timeout=32s
15:04:02.129 Error: Router not found for request /apis?timeout=32s
15:04:02.130 Error: Router not found for request /api?timeout=32s
15:04:02.139 Error: Router not found for request /apis?timeout=32s
15:04:02.140 Error: Router not found for request /api?timeout=32s
15:04:02.142 Error: Router not found for request /apis?timeout=32s
15:04:02.143 Error: Router not found for request /api?timeout=32s
15:04:02.144 Error: Router not found for request /apis?timeout=32s
15:04:02.145 Error: Router not found for request /api?timeout=32s
15:04:02.145 Error: Router not found for request /apis?timeout=32s
15:04:04.246 Error: Router not found for request /api?timeout=32s
15:04:04.247 Error: Router not found for request /apis?timeout=32s
15:04:04.249 Error: Router not found for request /api?timeout=32s
15:04:04.258 Error: Router not found for request /apis?timeout=32s
15:04:04.259 Error: Router not found for request /api?timeout=32s
15:04:04.260 Error: Router not found for request /apis?timeout=32s
15:04:04.261 Error: Router not found for request /api?timeout=32s
15:04:04.263 Error: Router not found for request /apis?timeout=32s
15:04:04.264 Error: Router not found for request /api?timeout=32s
15:04:04.265 Error: Router not found for request /apis?timeout=32s
15:04:06.339 Error: Router not found for request /api?timeout=32s
15:04:06.340 Error: Router not found for request /apis?timeout=32s
15:04:06.342 Error: Router not found for request /api?timeout=32s
15:04:06.351 Error: Router not found for request /apis?timeout=32s
15:04:06.352 Error: Router not found for request /api?timeout=32s
15:04:06.353 Error: Router not found for request /apis?timeout=32s
15:04:06.355 Error: Router not found for request /api?timeout=32s
15:04:06.356 Error: Router not found for request /apis?timeout=32s
15:04:06.357 Error: Router not found for request /api?timeout=32s
15:04:06.358 Error: Router not found for request /apis?timeout=32s
15:04:08.456 Error: Router not found for request /api?timeout=32s
15:04:08.457 Error: Router not found for request /apis?timeout=32s
15:04:08.459 Error: Router not found for request /api?timeout=32s
15:04:08.467 Error: Router not found for request /apis?timeout=32s
15:04:08.468 Error: Router not found for request /api?timeout=32s
15:04:08.469 Error: Router not found for request /apis?timeout=32s
15:04:08.470 Error: Router not found for request /api?timeout=32s
15:04:08.471 Error: Router not found for request /apis?timeout=32s
15:04:08.473 Error: Router not found for request /api?timeout=32s
15:04:08.474 Error: Router not found for request /apis?timeout=32s
15:04:10.548 Error: Router not found for request /api?timeout=32s
15:04:10.549 Error: Router not found for request /apis?timeout=32s
15:04:10.551 Error: Router not found for request /api?timeout=32s
15:04:10.562 Error: Router not found for request /apis?timeout=32s
15:04:10.566 Error: Router not found for request /api?timeout=32s
15:04:10.567 Error: Router not found for request /apis?timeout=32s
15:04:10.568 Error: Router not found for request /api?timeout=32s
15:04:10.570 Error: Router not found for request /apis?timeout=32s
15:04:10.571 Error: Router not found for request /api?timeout=32s
15:04:10.572 Error: Router not found for request /apis?timeout=32s
15:04:12.652 Error: Router not found for request /api?timeout=32s
15:04:12.653 Error: Router not found for request /apis?timeout=32s
15:04:12.654 Error: Router not found for request /api?timeout=32s
15:04:12.663 Error: Router not found for request /apis?timeout=32s
15:04:12.664 Error: Router not found for request /api?timeout=32s
15:04:12.665 Error: Router not found for request /apis?timeout=32s
15:04:12.666 Error: Router not found for request /api?timeout=32s
15:04:12.668 Error: Router not found for request /apis?timeout=32s
15:04:12.669 Error: Router not found for request /api?timeout=32s
15:04:12.670 Error: Router not found for request /apis?timeout=32s
15:04:14.766 Error: Router not found for request /api?timeout=32s
15:04:14.768 Error: Router not found for request /apis?timeout=32s
15:04:14.769 Error: Router not found for request /api?timeout=32s
15:04:14.778 Error: Router not found for request /apis?timeout=32s
15:04:14.779 Error: Router not found for request /api?timeout=32s
15:04:14.780 Error: Router not found for request /apis?timeout=32s
15:04:14.782 Error: Router not found for request /api?timeout=32s
15:04:14.783 Error: Router not found for request /apis?timeout=32s
15:04:14.785 Error: Router not found for request /api?timeout=32s
15:04:14.786 Error: Router not found for request /apis?timeout=32s
15:04:16.862 Error: Router not found for request /api?timeout=32s
15:04:16.864 Error: Router not found for request /apis?timeout=32s
15:04:16.865 Error: Router not found for request /api?timeout=32s
15:04:16.876 Error: Router not found for request /apis?timeout=32s
15:04:16.880 Error: Router not found for request /api?timeout=32s
15:04:16.881 Error: Router not found for request /apis?timeout=32s
15:04:16.882 Error: Router not found for request /api?timeout=32s
15:04:16.883 Error: Router not found for request /apis?timeout=32s
15:04:16.884 Error: Router not found for request /api?timeout=32s
15:04:16.885 Error: Router not found for request /apis?timeout=32s
15:04:18.967 Error: Router not found for request /api?timeout=32s
15:04:18.968 Error: Router not found for request /apis?timeout=32s
15:04:18.969 Error: Router not found for request /api?timeout=32s
15:04:18.978 Error: Router not found for request /apis?timeout=32s
15:04:18.980 Error: Router not found for request /api?timeout=32s
15:04:18.982 Error: Router not found for request /apis?timeout=32s
15:04:18.983 Error: Router not found for request /api?timeout=32s
15:04:18.984 Error: Router not found for request /apis?timeout=32s
15:04:18.985 Error: Router not found for request /api?timeout=32s
15:04:18.986 Error: Router not found for request /apis?timeout=32s
15:04:21.063 Error: Router not found for request /api?timeout=32s
15:04:21.064 Error: Router not found for request /apis?timeout=32s
15:04:21.065 Error: Router not found for request /api?timeout=32s
15:04:21.074 Error: Router not found for request /apis?timeout=32s
15:04:21.075 Error: Router not found for request /api?timeout=32s
15:04:21.076 Error: Router not found for request /apis?timeout=32s
15:04:21.077 Error: Router not found for request /api?timeout=32s
15:04:21.078 Error: Router not found for request /apis?timeout=32s
15:04:21.079 Error: Router not found for request /api?timeout=32s
15:04:21.080 Error: Router not found for request /apis?timeout=32s
15:04:21.105 200 GET /api/health-check with 15 bytes took 1ms
15:04:23.160 Error: Router not found for request /api?timeout=32s
15:04:23.161 Error: Router not found for request /apis?timeout=32s
15:04:23.163 Error: Router not found for request /api?timeout=32s
15:04:23.171 Error: Router not found for request /apis?timeout=32s
15:04:23.172 Error: Router not found for request /api?timeout=32s
15:04:23.173 Error: Router not found for request /apis?timeout=32s
15:04:23.175 Error: Router not found for request /api?timeout=32s
15:04:23.175 Error: Router not found for request /apis?timeout=32s
15:04:23.177 Error: Router not found for request /api?timeout=32s
15:04:23.178 Error: Router not found for request /apis?timeout=32s
15:04:25.273 Error: Router not found for request /api?timeout=32s
15:04:25.274 Error: Router not found for request /apis?timeout=32s
15:04:25.275 Error: Router not found for request /api?timeout=32s
15:04:25.284 Error: Router not found for request /apis?timeout=32s
15:04:25.286 Error: Router not found for request /api?timeout=32s
15:04:25.287 Error: Router not found for request /apis?timeout=32s
15:04:25.288 Error: Router not found for request /api?timeout=32s
15:04:25.289 Error: Router not found for request /apis?timeout=32s
15:04:25.290 Error: Router not found for request /api?timeout=32s
15:04:25.291 Error: Router not found for request /apis?timeout=32s
15:04:27.368 Error: Router not found for request /api?timeout=32s
15:04:27.369 Error: Router not found for request /apis?timeout=32s
15:04:27.371 Error: Router not found for request /api?timeout=32s
15:04:27.379 Error: Router not found for request /apis?timeout=32s
15:04:27.380 Error: Router not found for request /api?timeout=32s
15:04:27.382 Error: Router not found for request /apis?timeout=32s
15:04:27.383 Error: Router not found for request /api?timeout=32s
15:04:27.384 Error: Router not found for request /apis?timeout=32s
15:04:27.385 Error: Router not found for request /api?timeout=32s
15:04:27.386 Error: Router not found for request /apis?timeout=32s
15:04:29.471 Error: Router not found for request /api?timeout=32s
15:04:29.472 Error: Router not found for request /apis?timeout=32s
15:04:29.474 Error: Router not found for request /api?timeout=32s
15:04:29.485 Error: Router not found for request /apis?timeout=32s
15:04:29.490 Error: Router not found for request /api?timeout=32s
15:04:29.491 Error: Router not found for request /apis?timeout=32s
15:04:29.492 Error: Router not found for request /api?timeout=32s
15:04:29.493 Error: Router not found for request /apis?timeout=32s
15:04:29.494 Error: Router not found for request /api?timeout=32s
15:04:29.495 Error: Router not found for request /apis?timeout=32s
15:04:31.568 Error: Router not found for request /api?timeout=32s
15:04:31.569 Error: Router not found for request /apis?timeout=32s
15:04:31.570 Error: Router not found for request /api?timeout=32s
15:04:31.583 Error: Router not found for request /apis?timeout=32s
15:04:31.587 Error: Router not found for request /api?timeout=32s
15:04:31.588 Error: Router not found for request /apis?timeout=32s
15:04:31.589 Error: Router not found for request /api?timeout=32s
15:04:31.590 Error: Router not found for request /apis?timeout=32s
15:04:31.592 Error: Router not found for request /api?timeout=32s
15:04:31.594 Error: Router not found for request /apis?timeout=32s
15:04:33.689 Error: Router not found for request /api?timeout=32s
15:04:33.690 Error: Router not found for request /apis?timeout=32s
15:04:33.691 Error: Router not found for request /api?timeout=32s
15:04:33.701 Error: Router not found for request /apis?timeout=32s
15:04:33.702 Error: Router not found for request /api?timeout=32s
15:04:33.703 Error: Router not found for request /apis?timeout=32s
15:04:33.705 Error: Router not found for request /api?timeout=32s
15:04:33.706 Error: Router not found for request /apis?timeout=32s
15:04:33.707 Error: Router not found for request /api?timeout=32s
15:04:33.708 Error: Router not found for request /apis?timeout=32s
15:04:35.772 Error: Router not found for request /api?timeout=32s
15:04:35.773 Error: Router not found for request /apis?timeout=32s
15:04:35.774 Error: Router not found for request /api?timeout=32s
15:04:35.775 Error: Router not found for request /apis?timeout=32s
15:04:35.777 Error: Router not found for request /api?timeout=32s
15:04:35.778 Error: Router not found for request /apis?timeout=32s
15:04:35.779 Error: Router not found for request /api?timeout=32s
15:04:35.780 Error: Router not found for request /apis?timeout=32s
15:04:35.781 Error: Router not found for request /api?timeout=32s
15:04:35.782 Error: Router not found for request /apis?timeout=32s
15:04:37.863 Error: Router not found for request /api?timeout=32s
15:04:37.865 Error: Router not found for request /apis?timeout=32s
15:04:37.866 Error: Router not found for request /api?timeout=32s
15:04:37.875 Error: Router not found for request /apis?timeout=32s
15:04:37.876 Error: Router not found for request /api?timeout=32s
15:04:37.877 Error: Router not found for request /apis?timeout=32s
15:04:37.879 Error: Router not found for request /api?timeout=32s
15:04:37.880 Error: Router not found for request /apis?timeout=32s
15:04:37.881 Error: Router not found for request /api?timeout=32s
15:04:37.882 Error: Router not found for request /apis?timeout=32s
15:04:39.962 Error: Router not found for request /api?timeout=32s
15:04:39.963 Error: Router not found for request /apis?timeout=32s
15:04:39.964 Error: Router not found for request /api?timeout=32s
15:04:39.973 Error: Router not found for request /apis?timeout=32s
15:04:39.974 Error: Router not found for request /api?timeout=32s
15:04:39.976 Error: Router not found for request /apis?timeout=32s
15:04:39.977 Error: Router not found for request /api?timeout=32s
15:04:39.978 Error: Router not found for request /apis?timeout=32s
15:04:39.979 Error: Router not found for request /api?timeout=32s
15:04:39.980 Error: Router not found for request /apis?timeout=32s
15:04:42.056 Error: Router not found for request /api?timeout=32s
15:04:42.057 Error: Router not found for request /apis?timeout=32s
15:04:42.059 Error: Router not found for request /api?timeout=32s
15:04:42.071 Error: Router not found for request /apis?timeout=32s
15:04:42.076 Error: Router not found for request /api?timeout=32s
15:04:42.077 Error: Router not found for request /apis?timeout=32s
15:04:42.079 Error: Router not found for request /api?timeout=32s
15:04:42.080 Error: Router not found for request /apis?timeout=32s
15:04:42.081 Error: Router not found for request /api?timeout=32s
15:04:42.082 Error: Router not found for request /apis?timeout=32s
15:04:44.175 Error: Router not found for request /api?timeout=32s
15:04:44.177 Error: Router not found for request /apis?timeout=32s
15:04:44.178 Error: Router not found for request /api?timeout=32s
15:04:44.187 Error: Router not found for request /apis?timeout=32s
15:04:44.188 Error: Router not found for request /api?timeout=32s
15:04:44.190 Error: Router not found for request /apis?timeout=32s
15:04:44.191 Error: Router not found for request /api?timeout=32s
15:04:44.192 Error: Router not found for request /apis?timeout=32s
15:04:44.193 Error: Router not found for request /api?timeout=32s
15:04:44.194 Error: Router not found for request /apis?timeout=32s
15:04:46.288 Error: Router not found for request /api?timeout=32s
15:04:46.289 Error: Router not found for request /apis?timeout=32s
15:04:46.291 Error: Router not found for request /api?timeout=32s
15:04:46.300 Error: Router not found for request /apis?timeout=32s
15:04:46.301 Error: Router not found for request /api?timeout=32s
15:04:46.302 Error: Router not found for request /apis?timeout=32s
15:04:46.303 Error: Router not found for request /api?timeout=32s
15:04:46.304 Error: Router not found for request /apis?timeout=32s
15:04:46.305 Error: Router not found for request /api?timeout=32s
15:04:46.307 Error: Router not found for request /apis?timeout=32s
15:04:48.400 Error: Router not found for request /api?timeout=32s
15:04:48.402 Error: Router not found for request /apis?timeout=32s
15:04:48.403 Error: Router not found for request /api?timeout=32s
15:04:48.412 Error: Router not found for request /apis?timeout=32s
15:04:48.413 Error: Router not found for request /api?timeout=32s
15:04:48.415 Error: Router not found for request /apis?timeout=32s
15:04:48.416 Error: Router not found for request /api?timeout=32s
15:04:48.417 Error: Router not found for request /apis?timeout=32s
15:04:48.418 Error: Router not found for request /api?timeout=32s
15:04:48.419 Error: Router not found for request /apis?timeout=32s
15:04:50.508 Error: Router not found for request /api?timeout=32s
15:04:50.509 Error: Router not found for request /apis?timeout=32s
15:04:50.511 Error: Router not found for request /api?timeout=32s
15:04:50.519 Error: Router not found for request /apis?timeout=32s
15:04:50.520 Error: Router not found for request /api?timeout=32s
15:04:50.521 Error: Router not found for request /apis?timeout=32s
15:04:50.522 Error: Router not found for request /api?timeout=32s
15:04:50.523 Error: Router not found for request /apis?timeout=32s
15:04:50.524 Error: Router not found for request /api?timeout=32s
15:04:50.525 Error: Router not found for request /apis?timeout=32s
15:04:51.249 200 GET /api/health-check with 15 bytes took 0ms
15:04:52.601 Error: Router not found for request /api?timeout=32s
15:04:52.602 Error: Router not found for request /apis?timeout=32s
15:04:52.603 Error: Router not found for request /api?timeout=32s
15:04:52.604 Error: Router not found for request /apis?timeout=32s
15:04:52.605 Error: Router not found for request /api?timeout=32s
15:04:52.606 Error: Router not found for request /apis?timeout=32s
15:04:52.607 Error: Router not found for request /api?timeout=32s
15:04:52.608 Error: Router not found for request /apis?timeout=32s
15:04:52.609 Error: Router not found for request /api?timeout=32s
15:04:52.610 Error: Router not found for request /apis?timeout=32s
15:04:54.702 Error: Router not found for request /api?timeout=32s
15:04:54.704 Error: Router not found for request /apis?timeout=32s
15:04:54.705 Error: Router not found for request /api?timeout=32s
15:04:54.717 Error: Router not found for request /apis?timeout=32s
15:04:54.722 Error: Router not found for request /api?timeout=32s
15:04:54.727 Error: Router not found for request /apis?timeout=32s
15:04:54.732 Error: Router not found for request /api?timeout=32s
15:04:54.737 Error: Router not found for request /apis?timeout=32s
15:04:54.742 Error: Router not found for request /api?timeout=32s
15:04:54.747 Error: Router not found for request /apis?timeout=32s
15:04:56.834 Error: Router not found for request /api?timeout=32s
15:04:56.835 Error: Router not found for request /apis?timeout=32s
15:04:56.836 Error: Router not found for request /api?timeout=32s
15:04:56.847 Error: Router not found for request /apis?timeout=32s
15:04:56.852 Error: Router not found for request /api?timeout=32s
15:04:56.857 Error: Router not found for request /apis?timeout=32s
15:04:56.862 Error: Router not found for request /api?timeout=32s
15:04:56.867 Error: Router not found for request /apis?timeout=32s
15:04:56.873 Error: Router not found for request /api?timeout=32s
15:04:56.878 Error: Router not found for request /apis?timeout=32s
15:04:58.956 Error: Router not found for request /api?timeout=32s
15:04:58.957 Error: Router not found for request /apis?timeout=32s
15:04:58.958 Error: Router not found for request /api?timeout=32s
15:04:58.968 Error: Router not found for request /apis?timeout=32s
15:04:58.969 Error: Router not found for request /api?timeout=32s
15:04:58.970 Error: Router not found for request /apis?timeout=32s
15:04:58.972 Error: Router not found for request /api?timeout=32s
15:04:58.973 Error: Router not found for request /apis?timeout=32s
15:04:58.975 Error: Router not found for request /api?timeout=32s
15:04:58.976 Error: Router not found for request /apis?timeout=32s
15:05:01.050 Error: Router not found for request /api?timeout=32s
15:05:01.052 Error: Router not found for request /apis?timeout=32s
15:05:01.053 Error: Router not found for request /api?timeout=32s
15:05:01.064 Error: Router not found for request /apis?timeout=32s
15:05:01.069 Error: Router not found for request /api?timeout=32s
15:05:01.074 Error: Router not found for request /apis?timeout=32s
15:05:01.079 Error: Router not found for request /api?timeout=32s
15:05:01.084 Error: Router not found for request /apis?timeout=32s
15:05:01.087 Error: Router not found for request /api?timeout=32s
